label,tweet
anger, kesatuan yang mana bong hahaha habibie mencopot jabatan pak prabowo  itu ulah si wiranto  karena wiranto dipake habibie kembali jadi pangab   tragedi    itu yang harus bertanggung jawab pangab bong bongak    yang menembak polisi  
anger,baik kalau soal ham  mau tanya koruptor waktu maling mikirkan hak orang lain ngak   koruptor itu sendiri adalah pelanggar ham     cuma koruptor yang bela koruptor     politisi bebal    
anger,kamu belum lahir bong  tanya sama mak mu    biar jelas     pki itu zaman soekarno bong berlanjut ke orba lalu di basmi  bisa jadi salahsatunya keluargamu ya  
fear,jangan di viralkan ntar oposisi yang biasa nyinyir kejang sakit jantung  kalau sakit hatinya memang sudah kronis sulit untuk disembuhkan
happy,ngakak aku liatnya wkwk
anger,   saya coba hubungi yang di cakung dan minta di wa balik untuk tanya prosedur pembelian  sudah  hari sejak jumat tidak difollow up  apakah demikian service maksindo 
sadness,tmn nya laki aku almh th meninggal waktu pada hidup ngintil saja kmna laki alh aku mlangkah ngikut suka nlpon nelpn kekantor perpanjangan katakata nya suamiku almh waktu jatuh cinta ksian tidak bisa dtang di rmah duka rs husada orang nya seneng ketawa comblang laki ku hdhhh sedih
sadness,woah    buat urusan difitnah  dimusuhin  dibikin tidak mau sekolah gara tidak ada yang mau temenan  trauma setiap minggu malam karena besok paginya sekolah  dibikin malu didepan banyak orang  aku sudah melewati itu semua 
sadness,rencana tidak pulang mau garap project  ternyata tidak tersentuh sama sekali   tau gini mah  pulang weh dari minggu kemaren   hm  hikmah ramadhan  mungkin emang perlu melewati ini  yah buat belajar aja
sadness,menurut dia tindakan itu bukan pelecehan seksual  bener kan kata aku  ilmunya pada tidak dapet  jadi tidak ngerti deh apa apa saja yang termasuk pelecehan sexual   
anger,dear       saya kirim dokumen penting dari jkt   sby makanya saya pake yes  kirim senin juni seharusnya sampai selasa juni  skr sudah hari rabu kenapa belum sampai juga  kan bikin esmosi   saya udah byr lebih pake yes kenapa tidak nyampe sehari    no resi saya   
anger,yaelahh ente pasti dari partai sapi   kurang kelon ente   junjungan ente tidak punya nyali kalah sama ahok berani hadapi kasus  lebaran telah tiba jik  pulanglah    atau tidak ada peler
sadness,ada mama murid yang rikues anaknya masuk di kelas saya  di saat yang sama banyak murid yang hopeless ketika tau bakal masuk di kelas saya karena rumor yang beredar saya guru galak
sadness,siapa yang melakukan itu ke aku  ya  teman teman yang mostly adalah perempuan juga  udah tidak heran ngeliat perempuan dijahatin sesama perempuan  aku pun mengalami
fear,tapi sekarang ini  ntah sejak kapan  pemikiran aku berubah  kalau aku kepikiran untuk share hal yang gila  aku akan pikir x untuk tulis di twitter ig  kenapa  jempol netizen tidak bisa dikalahkan 
anger,nah  yang keterlaluan adl kalau ada pjbt eselon yang menyalahkan pelaksananya atas suatu kesalahan dokumen yang dia ttd paraf  istilahnya tidak mau disalahkan  padahal tugasnya pejabat itu y neliti dokumen sblm dittd paraf dan tgjawab atas isinya 
fear,jd kaya kebalik gitu  dulu socmed jadi escape buat aku ekspresiin kegilaan  sekarang berhubung socmed jadi lebih serem dari dunia nyata  eh jadi dunia nyata yang aku jadiin escape dari socmed 
anger,namanya juga sengkuni pak   janji mau jalan kaki jogja   jakarta juga tidak dipenuhi                      sengkuni                                           sengkuni      
happy,ku sadari satu pilihan ku bersamamu di tempat ini  jalani hari dengan semangat yang baru  walau tidak seindah yang ku harapkan  tidak seburuk yang ku bayangkan  ku tetap berdiri jalani hari penuh warna  yang ngerti pst pada nyanyi  
anger,maklum pak                                                           jakarta itu sarang gerombolan radikal   tapi                             ditinggal kabur pentolannya ke mekkah  
sadness,dukaku  karena tidak mampu katakan sedih ku  karena sakit ku         emot mekkel sip 
anger,enak ya metal bong    bobok di hotel prodeo di pecat mak mega hahahahaha makanya jangan sok metal kamu kelar hidup kamu    terjerat ott  pdip pecat bupati purbalingga    lewat   
sadness,  wib saya benar benar kehilangan sosok laki laki yang merawat saya dari kecil  mendidik saya  merawat saya  melindungi saya  dan saya benar benar kehilangan  semoga tenang disana  semoga anakmu ini bisa menjadi anak yang berguna 
sadness,video yang diatas yang tulisannya  dulu  itu pas kapan  di ilc juga ya  bahas tentang apa itu  iya kecewa sama pak mahfud   
anger,   boi ini gimane nih wifi gangguan mulu   jan mau kalah lah ama indie home   kalau sampai besok masih gangguan aku pake indie home saja lah
happy,baca buku ini diawal senyum  ditengah tengah senyum miris  diakhir senyum pasrah  nuhun bung    
anger,gak heran sih sama driver gocar yang ngeluh macet  sama seperti aku ngeluh pas lagi kerja  terserah deh pak  saya pura tidak denger  capek juga soalnya 
anger,mardani      mingkem tidak bisa jawab   makanya masyarakat cerdas  menyesatkan      
fear,itulah pentingnya materi kode etik diajarkan sejak sd  atau minimal ilmu ilmu dasar untuk berbuat baik  sopan  teratur  lah kalau tidak ya jadinya kaya gitu bablas  tidak peka keadaan  aku lupa dulu bk  atau pkn atau sosum bahas apaan  ya ada si kesananya tapi tidak khusus  jadi tidak ngena
anger,pas masuk udah bilang  iyah soalnya saya bingung ke sana di mana macet  duh kenapa juga ambil orderan saya pak  ini belom jam kantor pulang kamu  macet juga lampu merah doang  jalan  belom tauk cikampek sama jorr nih  
happy,namanya anis  udah kelar s walopun belom official  lagi dalam masa bahagia banget  karena udah lulus  tapi masih sendiri  ya kali ada yang terpesona
fear,mbak bulan oh mbak bulan  datangnya skrng saja ya  jangan tanggal  seperti biasanya  kalau kamu datang sperti biasanya  nanti kemungkinan ikut sholat iednya   mbak bul 
happy,keambian siang ini buka situs online trading sekuritas  lihat indeks saham warna warni terus klik klik cantik bego ke klik tombol buy  submit  and success 
happy,cont    belajar prinsip  memegang prinsip lebih teguuhh  karena godaan yang bikin goyah integritas ternyata banyak lur   seneng bisa berteman dengan banyak tipe  menghargai   belajar lebih dewasa  tidak gampang pundung  bahagia disetiap keadaan wkw karakteristik  belajar memahami
anger,ada korban  berani speak up malah dibully  dibilang lebay  ironisnya  tidak sedikit kaum hawa yang ikutan nyinyirin  kayaknya kalian terbiasa dikirimin foto titit deh  empati buat sesama cewek jadi tidak ada  
anger, damai taik kamu     soekarno yang membubarkan partai islam masyumi   dizaman pak soeharto di bolehkan kembali   masyumi menjadi keluarga besar bulan bintang lalu partai bulan bintang  begok dungu sok tau cebong   
anger,ada cewek kena sexual harassment dan dia berani buat speak up eh malah dinyinyirin  yang nyinyir cewek juga  huhu heran deh sama netijen  dimata dia semua serba salah  dasar cebong 
happy,orang  dateng ke kandang  pakaiannya sederhana  cuma kaos oblong dan celana training  mau juga keliling kandang buat milih sapi  tapi sekali transaksi mencapai  m  yang epic lagi  beliau orangnya taat ibadah dan royal  punya anak masih gadis nga pak  
happy,gara    jadi googling berita ini  tapi belum ada yang confirm  duhhh menanti berita ini benar  pasangan favorite ku dari jaman dahulu kala    
love,baru lihat dan bener bener dengerin secara seksama nissa dengan sabyan nya yang lagi naik daun itu  asli tidak ada rusak rusaknya itu suara flawless bening benerrr kaya gelas beling abis dicuci pake s unlight jadi bersih bersinar gitu deh  heran 
sadness,innalillahi wa inna ilaihi rajiun  kabar duka kembali menyelimuti aceh  pewaris kesultanan aceh  teungku putro safiatuddin cahya nur alam dikabarkan meninggal dunia di kota mataram  nusa tenggara barat  ntb   rabu      sekira pukul   wita    
sadness,yang ingin s tapi terasa sulit sekali menggapainya  yang sudah dapat anugrah jalan mudah untuk s malah tidak mau  ya allah  kok begini dunia ini engkau ciptakan 
anger,lambat laun kok makin tidak jelas dan semakin kurang ajar  aku sabar  jujur ya  aku tidak pernah dan tidak mau secara frontal maki orang  aku bilang baik  nasehatin  secara adek 
anger,pernah suatu ketika tetangga depan rmh aku tidak sengaja brpapasan pas aku mau keluar rumah  suddenly dia ngedip mata ke aku  diiiiiiiiiih    jijik banget yaaa allaaaaah   
anger,walopun sakit hati  tapi aku tahan untuk tidak nyerang balik dengan makian  pantang aku ngomong frontal  sebisa mungkin aku tahan  dan ngeblokir adalah solusi yang sangat tepat 
sadness,langsung ku block saja ya  maaf ni bagi temen temen yang sudah memilih jalan sendiri setidaknya jangan lah seperti gitu  kita ada jalan masing masing loh  jujur sedih aku lihat alat musik di hancurkan gitu 
fear,bukannya bersimpati aku lihat akun seperti gitu malah jadi serem  malah jadi takut soalnya videonya dia menghancurkan dengan cara brutal dengan cara pake kampak terus di posting gitu  sedih kali loh liatnya 
anger,ntan busuk banget  temen kok kamu gituin  aku busuk nih  terus sadar  udah minta maap  tidak dimaapin nih  yaudah terus saja aku busuk  dan tidak pernah bisa difermentasi ke hal baik lagi  makanya  skarang biarin lah aku hidup bergelimang karma dari kalian 
happy,lg sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek  didepan saya seru banget yah  mereka lagi ghibah ternyata  hal ini menunjukkan bahwa kapanpun dan dimanapun  ghibah itu asik 
happy, main di brawl langsung saja  chang e  memimpin top kill dengan mvp sekaligus emang ini hero ggwp  hero baru di normal server ini top lah lebih top soalnya hero mage adalah role kesukaan saya selain hero tank  sukanya di skill  nya itu loh   buff lagi deh   
love,ada waktunya  sayang berubah jadi butuh  perhatian berubah jadi pengertian  percaya berubah jadi yakin  itu semua akan terjadi kalau kamu dan dia saling melengkapi  tidak mencari kurang  tidak mencari salah  tidak mencari yang lebih 
sadness,anak jaman now gatau kalau dulu mau testimonial dibalesnya seminggu mana harus bikin      sekarang pdkt tinggal match no match di kinder senang 
sadness,ijazah mendadak nyelip tu  langsung tiba kebayang perjuangan dikampus  penelitian  skripsi  de el el  emang ya kudu tidak ada dulu  baru berasa 
sadness,kadang ingin gitu balik lagi jadi anak sd pulang sekolah tidur siang bangun main harvest moon  pepsi man sampai    mikirin ina inu 
anger,      tolong pencerahan kah  saya sudah lapor ke hotline dan mention kesini  tapi tracking paket saya malah ke purwokerto itu   tujuan paket saya kaimana papua barat buka kalimanah purbalingga  kesalahan a di pihak anda yang salah
sadness,kasihan karyawan bapakku ini  mau lebaran malah jatuh sakit dan masuk rumah  dan sekarang mudik terlalu cepat ke kampung halaman  gusti allah kadang memberikan hal yang tidak terpikirkan oleh manusia  sebagai manusia ya cuma bisa menerima 
sadness,kehilangan lagi salah satu karyawan  dan tepat sebelum lebaran  kembali lagi aku dipusingkan untuk mencari penggantinya  karena mencari karywan di pabrik tahu susah dibandingkan nyari orang untuk jadi tukang parkir 
anger,msh juga bego    dia dihukum atau ditembak tidak masalah dan tidak ada yang bela   nah sibangsat cabul kabur padahal yang bela jt orang tolol  masih tidak berani juga balik   kenapa    kalau waras berpikir pasti kau tau jawabannya   
happy,masih belum terbiasa dengan twitt mereka pake english but thank you    for make it easier to watching them    
happy,         terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia  bisa membuat sesama hambanya ketawa bahagia
happy,antri di bank situasyen  mbak dapet nomor antrian berapa    buk   ini ambil saja nomor antrian biar cepet      dalamhati  rejeki anak baik
anger,apa sebutan yang pas untuk pasangan muda anak   tinggal di rmh ortu cewek  anaknya dijagain ibunya selagi mereka kerja  eh pas lebaran malah ditinggal ke rumah mertua sebelum solat ied dan sungkeman  semoga besar pahala yang dikasih ke ibunya  woi anaknya  sadar seperti 
sadness,banyak sekali mualaf yang baru belajar islam   tahun  tapi ilmu agamanya sudah luar biasa  tapi saya yang dari kecil muslim  ilmu agamanya jauuh banget  ya ini namanya malu   banget 
anger,   tidak usah ada liga   bagaimana persepak bolaan indonesia bisa maju kalau mau kaya gitu terus   mau perang mah di gaza sanah   mati kamu masuk syurga   
sadness,walopun lebaranmasih lama nuansa maaf memaafkan sudah menyebar kemana  tadi ke atm katanya maaf saldo anda tidak mencukupi  aku coba telfon teman  eh operator juga minta maaf  katanya maaf pulsa anda tidak cukup untuk melakukan panggilan ini 
anger,ini yang namanya ide keberpihakan ala       melalui program unggulan okeh ngoce melibatkan banyak warga untuk mengisi tong sampah biar sampah jakarta berasa sampah jerman 
anger,malah kamu harusnya tanya ke ig nya langsung  yang menghapus yang punya akun atau dari kebijakan ignya  pastikan    jangan melulu salahkan rezim     kalau ternyata bukan akibat rezim itu ntar masuknya fitnah     n
sadness,berharap aku ke dokter dksh salep bwt yang lebam biru  eehhh malah dkshnya obat nyeri tablet vitamin  padahal tensi darah aku normal    tetap saja salep mah tidak dksh sama dokternya 
anger,jaman dulu dipanggil nama sama cewek yang di suka saja sudah gemetaran ngalahin tes pantokhir akmil  lah skrng kalau tidak pap tt katanya tidak sayang  sadar woyy dia itu cewek yang berusaha mati matian di bahagiain ayahnya  jangan kamu rusak gitu saja buat nurutin nafsu kamu 
sadness,andai id my takyah guna pasport  malam ni saya dh sampai my lagi  itulah hidup selalu dihadapkan dengan pilihan  mau tidak mau salah satu harus direlakan 
sadness,sebenernya teknik lumayan  tapi aneh banget pas di inter   passing sering salah  dribbling tidak bagus  crossing tidak bagus  keypass awal saja  selanjutnya ketebak   what a waste of skill
fear,kalo ada yang menganggap big is beauty  terus kami mikir  big is awal mula berbagai penyakit  sah sah saja lah  kalau tersinggung  jangan jangan emang tidak yakin sama kepercayaannya  mau setuju tapi udah terlanjur 
anger,dan bukan yang bilang koalisi tanpa syarat lalu koar tidak akan bagi jatah menteri    kenyataan bahkan parpol yang semula non koalisipun dibedol dengan dikasih jabatan menteri 
happy,demi apa  kalau aku punya pc ban agus  aku trade langsung nih sama si mas
happy,   selamat ultah kak renoo wkwkw semoga kita bisa dipertemukan lagi di satu kelompok  kalau sama reno gppa deh   semoga bahagia dan sejahtera selalu bersama dek oza hehehe
happy,congratulations on your st holly communion  xellent  mommy papa  ompung unty  tulang  bou  sudah xaviera are so happy to be able to witness and accompanya you on this special day  semoga xellent tumbuh mjd anak yang menyenangkan hati tuhan menjadi saluran berkat bagi banyak orang    
